subsection,section,data,tags
13,3,"The position of cardinal is a rank of honour bestowed by popes on certain clerics, such as leaders within the Roman Curia, bishops serving in major cities and distinguished theologians. For advice and assistance in governing, the pope may turn to the College of Cardinals.",p
13,3,"Following the death or resignation of a pope,[note 8] members of the College of Cardinals who are under age 80 act as an electoral college, meeting in a papal conclave to elect a successor. Although the conclave may elect any male Catholic as pope since 1389 only cardinals have been elected.",p
14,3,Canon law,h3
14,3,"Canon law (Latin: jus canonicum) is the system of laws and legal principles made and enforced by the hierarchical authorities of the Catholic Church to regulate its external organization and government and to order and direct the activities of Catholics toward the mission of the church. The canon law of the Latin Church was the first modern Western legal system and is the oldest continuously functioning legal system in the West, while the distinctive traditions of Eastern Catholic canon law govern the 23 Eastern Catholic particular churches sui iuris.",p
14,3,"Positive ecclesiastical laws, based directly or indirectly upon immutable divine law or natural law, derive formal authority in the case of universal laws from promulgation by the supreme legislator—the Supreme Pontiff—who possesses the totality of legislative, executive and judicial power in his person, while particular laws derive formal authority from promulgation by a legislator inferior to the supreme legislator, whether an ordinary or a delegated legislator. The actual subject material of the canons is not just doctrinal or moral in nature, but all-encompassing of the human condition. It has all the ordinary elements of a mature legal system: laws, courts, lawyers, judges, a fully articulated legal code for the Latin Church as well as a code for the Eastern Catholic Churches, principles of legal interpretation, and coercive penalties.",p
14,3,"Canon law concerns the Catholic Church's life and organization and is distinct from civil law. In its own field it gives force to civil law only by specific enactment in matters such as the guardianship of minors. Similarly, civil law may give force in its field to canon law, but only by specific enactment, as with regard to canonical marriages. Currently, the 1983 Code of Canon Law is in effect for the Latin Church. The distinct 1990 Code of Canons of the Eastern Churches (CCEO, after the Latin initials) applies to the autonomous Eastern Catholic Churches.",p
15,3,Latin and Eastern churches,h3
15,3,"In the first thousand years of Catholic history, different varieties of Christianity developed in the Western and Eastern Christian areas of Europe. Though most Eastern-tradition churches are no longer in communion with the Catholic Church after the Great Schism of 1054, autonomous particular churches of both traditions currently participate, also known as ""churches sui iuris"" (Latin: ""of one's own right""). The largest and most well known is the Latin Church, the only Western-tradition church, with more than 1 billion members worldwide. Relatively small in terms of adherents compared to the Latin Church, are the 23 self-governing Eastern Catholic Churches with a combined membership of 17.3 million as of 2010[update].",p
15,3,"The Latin Church is governed by the pope and diocesan bishops directly appointed by him. The pope exercises a direct patriarchal role over the Latin Church, which is considered to form the original and still major part of Western Christianity, a heritage of certain beliefs and customs originating in Europe and northwestern Africa, some of which are inherited by many Christian denominations that trace their origins to the Protestant Reformation.",p
15,3,The Eastern Catholic Churches follow the traditions and spirituality of Eastern Christianity and are churches which have always remained in full communion with the Catholic Church or who have chosen to re-enter full communion in the centuries following the East–West Schism and earlier divisions. These churches are communities of Catholic Christians whose forms of worship reflect distinct historical and cultural influences rather than differences in doctrine.,p
15,3,"A church sui iuris is defined in the Code of Canons for the Eastern Churches as a ""group of Christian faithful united by a hierarchy"" that is recognised by the pope in his capacity as the supreme authority on matters of doctrine within the church. The term is an innovation of the CCEO to denote the relative autonomy of the Eastern Catholic Churches, who remain in full communion with the pope, but have governance structures and liturgical traditions separate from that of the Latin Church. While the Latin Church's canons do not explicitly use the term, it is tacitly recognised as equivalent.",p
15,3,"Some Eastern Catholic churches are governed by a patriarch who is elected by the synod of the bishops of that church, others are headed by a major archbishop, others are under a metropolitan, and others are organized as individual eparchies. Each church has authority over the particulars of its internal organization, liturgical rites, liturgical calendar and other aspects of its spirituality, subject only to the authority of the pope. The Roman Curia has a specific department, the Congregation for the Oriental Churches, to maintain relations with them. The pope does not generally appoint bishops or clergy in the Eastern Catholic Churches, deferring to their internal governance structures, but may intervene if he feels it necessary.",p
16,3,"Dioceses, parishes, organizations and institutes",h3
16,3,"Individual countries, regions, or major cities are served by particular churches known as dioceses in the Latin Church, or eparchies in the Eastern Catholic Churches, each overseen by a bishop. As of 2008[update], the Catholic Church has 2,795 dioceses. The bishops in a particular country are members of a national or regional episcopal conference.",p
16,3,"Dioceses are divided into parishes, each with one or more priests, deacons or lay ecclesial ministers. Parishes are responsible for the day to day celebration of the sacraments and pastoral care of the laity. As of 2016[update], there are 221,700 parishes worldwide.",p
16,3,"In the Latin Church, Catholic men may serve as deacons or priests by receiving sacramental ordination. Men and women may serve as extraordinary ministers of Holy Communion, as readers (lectors), or as altar servers. Historically, boys and men have only been permitted to serve as altar servers; however, since the 1990s, girls and women have also been permitted. [note 9]",p
16,3,"Ordained Catholics, as well as members of the laity, may enter into consecrated life either on an individual basis, as a hermit or consecrated virgin, or by joining an institute of consecrated life (a religious institute or a secular institute) in which to take vows confirming their desire to follow the three evangelical counsels of chastity, poverty and obedience. Examples of institutes of consecrated life are the Benedictines, the Carmelites, the Dominicans, the Franciscans, the Missionaries of Charity, the Legionaries of Christ and the Sisters of Mercy.",p
16,3,"""Religious institutes"" is a modern term encompassing both ""religious orders"" and ""religious congregations,"" which were once distinguished in canon law. The terms ""religious order"" and ""religious institute"" tend to be used as synonyms colloquially.",p
16,3,"By means of Catholic charities and beyond, the Catholic Church is the largest non-government provider of education and health care in the world.",p
17,3,Membership,h3
17,3,"Catholicism is the second largest religious body in the world, surpassed in size only by Sunni Islam. Church membership, defined as baptised Catholics, was 1.329 billion at the end of 2018, which is 18% of the world population. Catholics represent about half of all Christians.",p
17,3,"Geographic distribution of Catholics worldwide continues to shift, with 17.8% in Africa, 48.3% in the Americas, 11.1% Asia, 21.5% in Europe, and 0.9% in Oceania.",p
17,3,"Catholic ministers include ordained clergy, lay ecclesial ministers, missionaries, and catechists. Also as of the end of 2014, there were 465,595 ordained clergy, including 5,237 bishops, 415,792 priests (diocesan and religious), and 44,566 deacons (permanent). Non-ordained ministers included 3,157,568 catechists, 367,679 lay missionaries, and 39,951 lay ecclesial ministers.",p
17,3,"Catholics who have committed to religious or consecrated life instead of marriage or single celibacy, as a state of life or relational vocation, include 54,559 male religious, 705,529 women religious. These are not ordained, nor generally considered ministers unless also engaged in one of the lay minister categories above.",p
18,4,Doctrine,h2
18,4,"Catholic doctrine has developed over the centuries, reflecting direct teachings of early Christians, formal definitions of heretical and orthodox beliefs by ecumenical councils and in papal bulls, and theological debate by scholars. The church believes that it is continually guided by the Holy Spirit as it discerns new theological issues and is protected infallibly from falling into doctrinal error when a firm decision on an issue is reached.",p
18,4,"It teaches that revelation has one common source, God, and two distinct modes of transmission: Sacred Scripture and Sacred Tradition, and that these are authentically interpreted by the Magisterium. Sacred Scripture consists of the 73 books of the Catholic Bible, consisting of 46 Old Testament and 27 New Testament writings. Sacred Tradition consists of those teachings believed by the church to have been handed down since the time of the Apostles. Sacred Scripture and Sacred Tradition are collectively known as the ""deposit of faith"" (depositum fidei in Latin). These are in turn interpreted by the Magisterium (from magister, Latin for ""teacher""), the church's teaching authority, which is exercised by the pope and the College of Bishops in union with the pope, the Bishop of Rome. Catholic doctrine is authoritatively summarized in the Catechism of the Catholic Church, published by the Holy See.",p
19,4,Nature of God,h3
19,4,"The Catholic Church holds that there is one eternal God, who exists as a perichoresis (""mutual indwelling"") of three hypostases, or ""persons"": God the Father; God the Son; and God the Holy Spirit, which together are called the ""Holy Trinity"".",p
19,4,"Catholics believe that Jesus Christ is the ""Second Person"" of the Trinity, God the Son. In an event known as the Incarnation, through the power of the Holy Spirit, God became united with human nature through the conception of Christ in the womb of the Blessed Virgin Mary. Christ, therefore, is understood as being both fully divine and fully human, including possessing a human soul. It is taught that Christ's mission on earth included giving people his teachings and providing his example for them to follow as recorded in the four Gospels. Jesus is believed to have remained sinless while on earth, and to have allowed himself to be unjustly executed by crucifixion, as a sacrifice of himself to reconcile humanity to God; this reconciliation is known as the Paschal Mystery. The Greek term ""Christ"" and the Hebrew ""Messiah"" both mean ""anointed one"", referring to the Christian belief that Jesus' death and resurrection are the fulfilment of the Old Testament's messianic prophecies.",p
19,4,"The Catholic Church teaches dogmatically that ""the Holy Spirit proceeds eternally from the Father and the Son, not as from two principles but as from one single principle"". It holds that the Father, as the ""principle without principle"", is the first origin of the Spirit, but also that he, as Father of the only Son, is with the Son the single principle from which the Spirit proceeds. This belief is expressed in the Filioque clause which was added to the Latin version of the Nicene Creed of 381 but not included in the Greek versions of the creed used in Eastern Christianity.",p
20,4,Nature of the church,h3
20,4,"The Catholic Church teaches that it is the ""one true church"", ""the universal sacrament of salvation for the human race"", and ""the one true religion"". According to the Catechism, the Catholic Church is further described in the Nicene Creed as the ""one, holy, catholic, and apostolic Church"". These are collectively known as the Four Marks of the Church. The church teaches that its founder is Jesus Christ. The New Testament records several events considered integral to the establishment of the Catholic Church, including Jesus' activities and teaching and his appointment of the apostles as witnesses to his ministry, suffering, and resurrection. The Great Commission, after his resurrection, instructed the apostles to continue his work. The coming of the Holy Spirit upon the apostles, in an event known as Pentecost, is seen as the beginning of the public ministry of the Catholic Church. The church teaches that all duly consecrated bishops have a lineal succession from the apostles of Christ, known as apostolic succession. In particular, the Bishop of Rome (the pope) is considered the successor to the apostle Simon Peter, a position from which he derives his supremacy over the church.",p
20,4,"Catholic belief holds that the church ""is the continuing presence of Jesus on earth"" and that it alone possesses the full means of salvation. Through the passion (suffering) of Christ leading to his crucifixion as described in the Gospels, it is said Christ made himself an oblation to God the Father in order to reconcile humanity to God; the Resurrection of Jesus makes him the firstborn from the dead, the first among many brethren. By reconciling with God and following Christ's words and deeds, an individual can enter the Kingdom of God. The church sees its liturgy and sacraments as perpetuating the graces achieved through Christ's sacrifice to strengthen a person's relationship with Christ and aid in overcoming sin.",p
21,4,Final judgement,h3
21,4,"The Catholic Church teaches that, immediately after death, the soul of each person will receive a particular judgement from God, based on their sins and their relationship to Christ. This teaching also attests to another day when Christ will sit in universal judgement of all mankind. This final judgement, according to the church's teaching, will bring an end to human history and mark the beginning of both a new and better heaven and earth ruled by God in righteousness.",p
21,4,"Depending on the judgement rendered following death, it is believed that a soul may enter one of three states of the afterlife:",p
21,4,"While the Catholic Church teaches that it alone possesses the full means of salvation, it also acknowledges that the Holy Spirit can make use of Christian communities separated from itself to ""impel towards Catholic unity"" and ""tend and lead toward the Catholic Church"", and thus bring people to salvation, because these separated communities contain some elements of proper doctrine, albeit admixed with errors. It teaches that anyone who is saved is saved through the Catholic Church but that people can be saved outside of the ordinary means known as baptism of desire, and by pre-baptismal martyrdom, known as baptism of blood, as well as when conditions of invincible ignorance are present, although invincible ignorance in itself is not a means of salvation.",p
22,4,Saints and devotions,h3
22,4,"A saint (also historically known as a hallow) is a person who is recognised as having an exceptional degree of holiness or likeness or closeness to God, while canonization is the act by which a Christian church declares that a person who has died was a saint, upon which declaration the person is included in the ""canon"", or list, of recognised saints. The first persons honoured as saints were the martyrs. Pious legends of their deaths were considered affirmations of the truth of their faith in Christ. By the fourth century, however, ""confessors""—people who had confessed their faith not by dying but by word and life—began to be venerated publicly.",p
22,4,"In the Catholic Church, both in Latin and Eastern Catholic churches, the act of canonization is reserved to the Apostolic See and occurs at the conclusion of a long process requiring extensive proof that the candidate for canonization lived and died in such an exemplary and holy way that he is worthy to be recognised as a saint. The church's official recognition of sanctity implies that the person is now in Heaven and that he may be publicly invoked and mentioned officially in the liturgy of the church, including in the Litany of the Saints. Canonization allows universal veneration of the saint in the liturgy of the Roman Rite; for permission to venerate merely locally, only beatification is needed.",p
22,4,"Devotions are ""external practices of piety"" which are not part of the official liturgy of the Catholic Church but are part of the popular spiritual practices of Catholics. These include various practices regarding the veneration of the saints, especially veneration of the Virgin Mary. Other devotional practices include the Stations of the Cross, the Sacred Heart of Jesus, the Holy Face of Jesus, the various scapulars, novenas to various saints, pilgrimages and devotions to the Blessed Sacrament, and the veneration of saintly images such as the santos. The bishops at the Second Vatican Council reminded Catholics that ""devotions should be so drawn up that they harmonise with the liturgical seasons, accord with the sacred liturgy, are in some fashion derived from it, and lead the people to it, since, in fact, the liturgy by its very nature far surpasses any of them.""",p
23,4,Virgin Mary,h3
23,4,"Catholic Mariology deals with the doctrines and teachings concerning the life of the Mary, mother of Jesus, as well as the veneration of Mary by the faithful. Mary is held in special regard, declared the Mother of God (Greek: Θεοτόκος, romanized: Theotokos, lit. 'God-bearer'), and believed as dogma to have remained a virgin throughout her life. Further teachings include the doctrines of the Immaculate Conception (her own conception without the stain of original sin) and the Assumption of Mary (that her body was assumed directly into heaven at the end of her life). Both of these doctrines were defined as infallible dogma, by Pope Pius IX in 1854 and Pope Pius XII in 1950 respectively, but only after consulting with the Catholic bishops throughout the world to ascertain that this is a Catholic belief.",p
23,4,"Devotions to Mary are part of Catholic piety but are distinct from the worship of God. Practices include prayers and Marian art, music, and architecture. Several liturgical Marian feasts are celebrated throughout the Church Year and she is honoured with many titles such as Queen of Heaven. Pope Paul VI called her Mother of the Church because, by giving birth to Christ, she is considered to be the spiritual mother to each member of the Body of Christ. Because of her influential role in the life of Jesus, prayers and devotions such as the Hail Mary, the Rosary, the Salve Regina and the Memorare are common Catholic practices. Pilgrimage to the sites of several Marian apparitions affirmed by the church, such as Lourdes, Fátima, and Guadalupe, are also popular Catholic devotions.",p
24,5,Sacraments,h2
24,5,"The Catholic Church teaches that it was entrusted with seven sacraments that were instituted by Christ. The number and nature of the sacraments were defined by several ecumenical councils, most recently the Council of Trent. [note 10] These are Baptism, Confirmation, the Eucharist, Penance, Anointing of the Sick (formerly called Extreme Unction, one of the ""Last Rites""), Holy Orders and Holy Matrimony. Sacraments are visible rituals that Catholics see as signs of God's presence and effective channels of God's grace to all those who receive them with the proper disposition (ex opere operato). The Catechism of the Catholic Church categorizes the sacraments into three groups, the ""sacraments of Christian initiation"", ""sacraments of healing"" and ""sacraments at the service of communion and the mission of the faithful"". These groups broadly reflect the stages of people's natural and spiritual lives which each sacrament is intended to serve.",p
24,5,The liturgies of the sacraments are central to the church's mission. According to the Catechism:,p
24,5,"In the liturgy of the New Covenant every liturgical action, especially the celebration of the Eucharist and the sacraments, is an encounter between Christ and the Church. The liturgical assembly derives its unity from the ""communion of the Holy Spirit"" who gathers the children of God into the one Body of Christ. This assembly transcends racial, cultural, social—indeed, all human affinities.",p
24,5,"According to church doctrine, the sacraments of the church require the proper form, matter, and intent to be validly celebrated. In addition, the Canon Laws for both the Latin Church and the Eastern Catholic Churches govern who may licitly celebrate certain sacraments, as well as strict rules about who may receive the sacraments. Notably, because the church teaches that Christ is present in the Eucharist, those who are conscious of being in a state of mortal sin are forbidden to receive the sacrament until they have received absolution through the sacrament of Reconciliation (Penance). Catholics are normally obliged to abstain from eating for at least an hour before receiving the sacrament. Non-Catholics are ordinarily prohibited from receiving the Eucharist as well.",p
24,5,"Catholics, even if they were in danger of death and unable to approach a Catholic minister, may not ask for the sacraments of the Eucharist, penance or anointing of the sick from someone, such as a Protestant minister, who is not known to be validly ordained in line with Catholic teaching on ordination. Likewise, even in grave and pressing need, Catholic ministers may not administer these sacraments to those who do not manifest Catholic faith in the sacrament. In relation to the churches of Eastern Christianity not in communion with the Holy See, the Catholic Church is less restrictive, declaring that ""a certain communion in sacris, and so in the Eucharist, given suitable circumstances and the approval of Church authority, is not merely possible but is encouraged.""",p
25,5,Sacraments of initiation,h3
25,5,"As viewed by the Catholic Church, Baptism is the first of three sacraments of initiation as a Christian. It washes away all sins, both original sin and personal actual sins. It makes a person a member of the church. As a gratuitous gift of God that requires no merit on the part of the person who is baptised, it is conferred even on children, who, though they have no personal sins, need it on account of original sin. If a new-born child is in a danger of death, anyone—be it a doctor, a nurse, or a parent—may baptise the child. Baptism marks a person permanently and cannot be repeated. The Catholic Church recognises as valid baptisms conferred even by people who are not Catholics or Christians, provided that they intend to baptise (""to do what the Church does when she baptises"") and that they use the Trinitarian baptismal formula.",p
25,5,"The Catholic Church sees the sacrament of confirmation as required to complete the grace given in baptism. When adults are baptised, confirmation is normally given immediately afterwards, a practice followed even with newly baptised infants in the Eastern Catholic Churches. In the West confirmation of children is delayed until they are old enough to understand or at the bishop's discretion. In Western Christianity, particularly Catholicism, the sacrament is called confirmation, because it confirms and strengthens the grace of baptism; in the Eastern Churches, it is called chrismation, because the essential rite is the anointing of the person with chrism, a mixture of olive oil and some perfumed substance, usually balsam, blessed by a bishop. Those who receive confirmation must be in a state of grace, which for those who have reached the age of reason means that they should first be cleansed spiritually by the sacrament of Penance; they should also have the intention of receiving the sacrament, and be prepared to show in their lives that they are Christians.",p
25,5,"For Catholics, the Eucharist is the sacrament which completes Christian initiation. It is described as ""the source and summit of the Christian life"". The ceremony in which a Catholic first receives the Eucharist is known as First Communion.",p
25,5,"The Eucharistic celebration, also called the Mass or Divine liturgy, includes prayers and scriptural readings, as well as an offering of bread and wine, which are brought to the altar and consecrated by the priest to become the body and the blood of Jesus Christ, a change called transubstantiation. [note 11] The words of consecration reflect the words spoken by Jesus during the Last Supper, where Christ offered his body and blood to his Apostles the night before his crucifixion. The sacrament re-presents (makes present) the sacrifice of Jesus on the cross, and perpetuates it. Christ's death and resurrection gives grace through the sacrament that unites the faithful with Christ and one another, remits venial sin, and aids against committing moral sin (though mortal sin itself is forgiven through the sacrament of penance).",p
26,5,Sacraments of healing,h3
26,5,The two sacraments of healing are the Sacrament of Penance and Anointing of the Sick.,p
26,5,"The Sacrament of Penance (also called Reconciliation, Forgiveness, Confession, and Conversion ) exists for the conversion of those who, after baptism, separate themselves from Christ by sin. Essential to this sacrament are acts both by the sinner (examination of conscience, contrition with a determination not to sin again, confession to a priest, and performance of some act to repair the damage caused by sin) and by the priest (determination of the act of reparation to be performed and absolution). Serious sins (mortal sins) should be confessed at least once a year and always before receiving Holy Communion, while confession of venial sins also is recommended. The priest is bound under the severest penalties to maintain the ""seal of confession"", absolute secrecy about any sins revealed to him in confession.",p
26,5,"While chrism is used only for the three sacraments that cannot be repeated, a different oil is used by a priest or bishop to bless a Catholic who, because of illness or old age, has begun to be in danger of death. This sacrament, known as Anointing of the Sick, is believed to give comfort, peace, courage and, if the sick person is unable to make a confession, even forgiveness of sins.",p
26,5,"The sacrament is also referred to as Unction, and in the past as Extreme Unction, and it is one of the three sacraments that constitute the last rites, together with Penance and Viaticum (Eucharist).",p
27,5,Sacraments at the service of communion,h3
27,5,"According to the Catechism, there are two sacraments of communion directed towards the salvation of others: priesthood and marriage. Within the general vocation to be a Christian, these two sacraments ""consecrate to specific mission or vocation among the people of God. Men receive the holy orders to feed the Church by the word and grace. Spouses marry so that their love may be fortified to fulfil duties of their state"".",p
27,5,"The sacrament of Holy Orders consecrates and deputes some Christians to serve the whole body as members of three degrees or orders: episcopate (bishops), presbyterate (priests) and diaconate (deacons). The church has defined rules on who may be ordained into the clergy. In the Latin Church, the priesthood is generally restricted to celibate men, and the episcopate is always restricted to celibate men. Men who are already married may be ordained in certain Eastern Catholic churches in most countries, and the personal ordinariates and may become deacons even in the Western Church (see Clerical marriage). But after becoming a Catholic priest, a man may not marry (see Clerical celibacy) unless he is formally laicized.",p
27,5,"All clergy, whether deacons, priests or bishops, may preach, teach, baptise, witness marriages and conduct funeral liturgies. Only bishops and priests can administer the sacraments of the Eucharist, Reconciliation (Penance) and Anointing of the Sick. Only bishops can administer the sacrament of Holy Orders, which ordains someone into the clergy.",p
27,5,"The Catholic Church teaches that marriage is a social and spiritual bond between a man and a woman, ordered towards the good of the spouses and procreation of children; according to Catholic teachings on sexual morality, it is the only appropriate context for sexual activity. A Catholic marriage, or any marriage between baptised individuals of any Christian denomination, is viewed as a sacrament. A sacramental marriage, once consummated, cannot be dissolved except by death. [note 12] The church recognises certain conditions, such as freedom of consent, as required for any marriage to be valid; In addition, the church sets specific rules and norms, known as canonical form, that Catholics must follow.",p
27,5,"The church does not recognise divorce as ending a valid marriage and allows state-recognised divorce only as a means of protecting the property and well-being of the spouses and any children. However, consideration of particular cases by the competent ecclesiastical tribunal can lead to declaration of the invalidity of a marriage, a declaration usually referred to as an annulment. Remarriage following a divorce is not permitted unless the prior marriage was declared invalid.",p
28,6,Liturgy,h2
28,6,"Among the 24 autonomous (sui iuris) churches, numerous liturgical and other traditions exist, called rites, which reflect historical and cultural diversity rather than differences in belief. In the definition of the Code of Canons of the Eastern Churches, ""a rite is the liturgical, theological, spiritual, and disciplinary patrimony, culture and circumstances of history of a distinct people, by which its own manner of living the faith is manifested in each Church sui iuris"".",p
28,6,"The liturgy of the sacrament of the Eucharist, called the Mass in the West and Divine Liturgy or other names in the East, is the principal liturgy of the Catholic Church. This is because it is considered the propitiatory sacrifice of Christ himself. Its most widely used form is that of the Roman Rite as promulgated by Paul VI in 1969 and revised by Pope John Paul II in 2002. In certain circumstances, the 1962 form of the Roman Rite remains authorized in the Latin Church. Eastern Catholic Churches have their own rites. The liturgies of the Eucharist and the other sacraments vary from rite to rite, reflecting different theological emphases.",p
29,6,Western rites,h3
29,6,"The Roman Rite is the most common rite of worship used by the Catholic Church. Its use is found worldwide, originating in Rome and spreading throughout Europe, influencing and eventually supplanting local rites. The present ordinary form of Mass in the Roman Rite, found in the post-1969 editions of the Roman Missal, is usually celebrated in the local vernacular language, using an officially approved translation from the original text in Latin. An outline of its major liturgical elements can be found in the sidebar.",p
29,6,"In 2007, Pope Benedict XVI affirmed the licitness of continued use of the 1962 Roman Missal as an ""extraordinary form"" (forma extraordinaria) of the Roman Rite, speaking of it also as an usus antiquior (""older use""), and issuing new more permissive norms for its employment. An instruction issued four years later spoke of the two forms or usages of the Roman Rite approved by the pope as the ordinary form and the extraordinary form (""the forma ordinaria"" and ""the forma extraordinaria"").",p
29,6,"The 1962 edition of the Roman Missal, published a few months before the Second Vatican Council opened, was the last that presented the Mass as standardized in 1570 by Pope Pius V at the request of the Council of Trent and that is therefore known as the Tridentine Mass. Pope Pius V's Roman Missal was subjected to minor revisions by Pope Clement VIII in 1604, Pope Urban VIII in 1634, Pope Pius X in 1911, Pope Pius XII in 1955, and Pope John XXIII in 1962. Each successive edition was the ordinary form of the Roman Rite Mass until superseded by a later edition. When the 1962 edition was superseded by that of Paul VI, promulgated in 1969, its continued use at first required permission from bishops; but Pope Benedict XVI's 2007 motu proprio Summorum Pontificum allowed free use of it for Mass celebrated without a congregation and authorized parish priests to permit, under certain conditions, its use even at public Masses. Except for the scriptural readings, which Pope Benedict allowed to be proclaimed in the vernacular language, it is celebrated exclusively in liturgical Latin.",p
29,6,"Since 2014, clergy in the small personal ordinariates set up for groups of former Anglicans under the terms of the 2009 document Anglicanorum Coetibus are permitted to use a variation of the Roman Rite called ""Divine Worship"" or, less formally, ""Ordinariate Use"", which incorporates elements of the Anglican liturgy and traditions,[note 13] an accommodation protested by Anglican leaders.",p
29,6,"In the Archdiocese of Milan, with around five million Catholics the largest in Europe, Mass is celebrated according to the Ambrosian Rite. Other Latin Church rites include the Mozarabic and those of some religious institutes. These liturgical rites have an antiquity of at least 200 years before 1570, the date of Pope Pius V's Quo primum, and were thus allowed to continue.",p
30,6,Eastern rites,h3
30,6,"The Eastern Catholic Churches share common patrimony and liturgical rites as their counterparts, including Eastern Orthodox and other Eastern Christian churches who are no longer in communion with the Holy See. These include churches that historically developed in Russia, Caucasus, the Balkans, North Eastern Africa, India and the Middle East. The Eastern Catholic Churches are groups of faithful who have either never been out of communion with the Holy See or who have restored communion with it at the cost of breaking communion with their associates of the same tradition.",p
30,6,"The rites used by the Eastern Catholic Churches include the Byzantine Rite, in its Antiochian, Greek and Slavonic varieties; the Alexandrian Rite; the Syriac Rite; the Armenian Rite; the Maronite Rite and the Chaldean Rite. Eastern Catholic Churches have the autonomy to set the particulars of their liturgical forms and worship, within certain limits to protect the ""accurate observance"" of their liturgical tradition. In the past some of the rites used by the Eastern Catholic Churches were subject to a degree of liturgical Latinization. However, in recent years Eastern Catholic Churches have returned to traditional Eastern practices in accord with the Vatican II decree Orientalium Ecclesiarum. Each church has its own liturgical calendar.",p
31,7,Social and cultural issues,h2
31,7,Catholic social teaching,h3
31,7,"Catholic social teaching, reflecting the concern Jesus showed for the impoverished, places a heavy emphasis on the corporal works of mercy and the spiritual works of mercy, namely the support and concern for the sick, the poor and the afflicted. Church teaching calls for a preferential option for the poor while canon law prescribes that ""The Christian faithful are also obliged to promote social justice and, mindful of the precept of the Lord, to assist the poor."" Its foundations are widely considered to have been laid by Pope Leo XIII's 1891 encyclical letter Rerum novarum which upholds the rights and dignity of labour and the right of workers to form unions.",p
31,7,"Catholic teaching regarding sexuality calls for a practice of chastity, with a focus on maintaining the spiritual and bodily integrity of the human person. Marriage is considered the only appropriate context for sexual activity. Church teachings about sexuality have become an issue of increasing controversy, especially after the close of the Second Vatican Council, due to changing cultural attitudes in the Western world described as the sexual revolution.",p
31,7,"The church has also addressed stewardship of the natural environment, and its relationship to other social and theological teachings. In the document Laudato si', dated 24 May 2015, Pope Francis critiques consumerism and irresponsible development, and laments environmental degradation and global warming. The pope expressed concern that the warming of the planet is a symptom of a greater problem: the developed world's indifference to the destruction of the planet as humans pursue short-term economic gains.",p
32,7,Social services,h3
32,7,"The Catholic Church is the largest non-government provider of education and medical services in the world. In 2010, the Catholic Church's Pontifical Council for Pastoral Assistance to Health Care Workers said that the church manages 26% of health care facilities in the world, including hospitals, clinics, orphanages, pharmacies and centres for those with leprosy.",p
32,7,"The church has always been involved in education, since the founding of the first universities of Europe. It runs and sponsors thousands of primary and secondary schools, colleges and universities throughout the world and operates the world's largest non-governmental school system.",p
32,7,"Religious institutes for women have played a particularly prominent role in the provision of health and education services, as with orders such as the Sisters of Mercy, Little Sisters of the Poor, the Missionaries of Charity, the Sisters of St. Joseph of the Sacred Heart, the Sisters of the Blessed Sacrament and the Daughters of Charity of Saint Vincent de Paul. The Catholic nun Mother Teresa of Calcutta, India, founder of the Missionaries of Charity, was awarded the Nobel Peace Prize in 1979 for her humanitarian work among India's poor. Bishop Carlos Filipe Ximenes Belo won the same award in 1996 for ""work towards a just and peaceful solution to the conflict in East Timor"".",p
32,7,"The church is also actively engaged in international aid and development through organizations such as Catholic Relief Services, Caritas International, Aid to the Church in Need, refugee advocacy groups such as the Jesuit Refugee Service and community aid groups such as the Saint Vincent de Paul Society.",p
33,7,Sexual morality,h3
33,7,"The Catholic Church calls all members to practise chastity according to their state in life. Chastity includes temperance, self-mastery, personal and cultural growth, and divine grace. It requires refraining from lust, masturbation, fornication, pornography, prostitution and, especially, rape. Chastity for those who are not married requires living in continence, abstaining from sexual activity; those who are married are called to conjugal chastity.",p
33,7,"In the church's teaching, sexual activity is reserved to married couples, whether in a sacramental marriage among Christians or in a natural marriage where one or both spouses are unbaptised. Even in romantic relationships, particularly engagement to marriage, partners are called to practise continence, in order to test mutual respect and fidelity. Chastity in marriage requires in particular conjugal fidelity and protecting the fecundity of marriage. The couple must foster trust and honesty as well as spiritual and physical intimacy. Sexual activity must always be open to the possibility of life; the church calls this the procreative significance. It must likewise always bring a couple together in love; the church calls this the unitive significance.",p
33,7,"Contraception and certain other sexual practices are not permitted, although natural family planning methods are permitted to provide healthy spacing between births, or to postpone children for a just reason. Pope Francis said in 2015 that he is worried that the church has grown ""obsessed"" with issues such as abortion, same-sex marriage and contraception and has criticized the Catholic Church for placing dogma before love, and for prioritizing moral doctrines over helping the poor and marginalized.",p
33,7,"Canon law makes no provision for divorce between baptised individuals, as a valid, consummated sacramental marriage is considered to be a lifelong bond. However, a declaration of nullity may be granted when the proof is produced that essential conditions for contracting a valid marriage were absent from the beginning—in other words, that the marriage was not valid due to some impediment. A declaration of nullity, commonly called an annulment, is a judgement on the part of an ecclesiastical tribunal determining that a marriage was invalidly attempted. In addition, marriages among unbaptised individuals may be dissolved with papal permission under certain situations, such as a desire to marry a Catholic, under Pauline or Petrine privilege. An attempt at remarriage following divorce without a declaration of nullity places ""the remarried spouse … in a situation of public and permanent adultery"". An innocent spouse who lives in continence following divorce, or couples who live in continence following a civil divorce for a grave cause, do not sin.",p
